id,city,country,fullStreetAddress,postalCode,stateOrProvince,unitNumber,bathrooms,bedrooms,listingDescription,listingTitle,latitude,longitude,listPrice,livingArea,livingAreaUnit,yearBuilt,lotSize,lotSizeUnit,propertySubType,listingCategory,numParkingSpaces,createdAt,geocodioAccuracyScore,photoscount,grade
1377026,Providence,US,132 CHAD BROWN Street,2908,RI,,1,2,"GREAT 2ND FLOOR 2 BEDROOM APARTMENT WITH PLENTY OF OFF STREET PARKING.  ALL HARDWOOD FLOORS REFINISHED.  BRAND NEW BATHROOM AND LOTS OF NATURAL LIGHT.  CALL FOR AN APPOINTMENT TODAY.
NO PETS, NO SMOKING, AND NO SECTION 8","Apartment - Providence, RI",41.838836,-71.42777,925,940,squareFoot,1900,,squareFoot,Apartment,Rent,,2018-10-11 22:47:01.132+00,,7,good
1372735,Wimberley,US,2300 Windmill Run,78676,TX,,12,4,"Great 4/3/3 with a pool in River Mountain Ranch. Nestled among the oaks home features hardwood floors, cooks kitchen with island, gas cooktop, granite counters and open to family room. Master an 2nd bedroom down with 2 bedrooms and gameroom up. Owners using 4th bedroom as an office, but is connected to bath. Outdoor features include pool with waterfall and spa, patio and firepit, and builtin BBQ. Plenty of parking in 3 car garage with automatic gate entrance to motor court. Home also features circle drive way. Take a walk thru the woods on private walking path or head down to the Blanco River park.","Craftsman, Single Family - Wimberley, TX",30.005632,-98.016481,724900,3068,squareFoot,2006,234047.88,squareFoot,Single Family Detached,Purchase,,2018-10-11 22:24:51.909+00,,45,awesome
1372683,Brigantine,US,3210 Atl-Brigantine Blvd.,8203,NJ,,1,1,"This is a very large and spacious one bedroom, c/a, gas heat, big kitchen ready to rent and just painted.   Take a look and pet is allowed.    Great location.","Apartment (rental) - Brigantine, NJ",39.41012,-74.36459,1100,,squareFoot,,,squareFoot,Apartment,Rent,,2018-10-11 22:24:20.671+00,,7,good
1367654,Spokane,US,1711 E 38th,99203-4123,WA,,3,4,"Immaculate 4 bed/3 bath South Hill home near Hamblen Park! Every inch of this home is remodeled and ready to move in! The home boast newer roof, custom chef kitchen with quartz countertop, refinished hardwood floors, updated bathrooms, finished basement, 3 living spaces, new doors, interior/exterior paint and too much too list! The backyard is a private oasis with refinished deck, fenced yard with sprinklers & perfect for summer BBQs. Large 2 car garage has an large workshop. Hurry wont last at this price!","Res/Site Blt, 1 Story - Spokane, WA",47.620129,-117.385645,369900,3048,squareFoot,1958,10454.4,squareFoot,Single Family Detached,Purchase,,2018-10-11 21:51:55.512+00,,20,good
1357357,Queens,US,42-43 27th Street,11101,NY,4-B,1,0,"$1985 is the Net Effective Rent based on a 13-month lease with 1 month free.
This mint condition half-floor apartment, alcove studio features;

- Private balcony
- Open views
- Open concept chef's kitchen which include full-size top-of-the-line appliances
- Quartz counter tops, custom wood cabinetry, and high-tech vented hood over the range
- Elegant stone and tile bathroom with tiled stall shower featuring a rainfall shower head
- 10ft high ceilings
- Alcove sleeping area fits king-size bed
- Brand new laundry room
- Pets considered on a case by case basis","Apartment,UnitRent - Queens, NY",40.74908,-73.940696,1985,,squareFoot,2018,,squareFoot,Apartment,Rent,,2018-10-11 21:10:22.222+00,,7,good
1357160,Brooklyn,US,192 Spencer Street,11205,NY,4-C,1,1,"New Spacious 1Bed Now Available in Luxury Building with Amenities!<br> <br>This is a spacious and sun-lit 1bedroom apartment, featuring a stylish new kitchen and modern bathroom. The large layout boasts an open kitchen/living area, oversized bedroom and ample closet space. Building amenities include an expansive communal roofdeck, gym, elevator, on-site parking for bikes, cars and motor storage available.<br>Other details include:<br>- Stainless steel appliances<br>- Dishwasher<br>- Bosch washer/dryer in-unit<br>- Hardwood floors<br>- High ceilings<br>- Central heat and air<br>Truly a must see! Spencer Street Apartments, located on the borders of Clinton Hill, Bedford-Stuyvesant (Bed Stuy) and Williamsburg, has high end condo level finishes including floor-to-ceiling windows, slate tile, elevator access, roof top deck, and central heat and air. Gas and water charges are included in the monthly rate.","Condo - Brooklyn, NY",40.692614,-73.954941,2300,,squareFoot,2007,,squareFoot,Condominium,Rent,,2018-10-11 21:09:48.743+00,,7,good
1356516,New York,US,709 Ninth Avenue,10019,NY,2-FS,1,2,"This unit is currently under renovations and will be finished for a Nov 1st 2018 move in date.The proper living room has a ceiling fan, a window, and can fit a 3 person couch, as well as an entertainment area. Each bedroom has a window, the larger having two. A queen size bed can easily fit in the larger room, with the smaller room fitting a a queen size bed and a full comfortably. The kitchen is updated with great counter-space and a dishwasher. Each room has a closet.","Apartment,UnitRent - New York, NY",40.762647,-73.989776,2695,,squareFoot,,,squareFoot,Apartment,Rent,,2018-10-11 21:08:22.74+00,,7,good
1354076,New York,US,5 East 22nd Street,10010,NY,26S,1,1,"Renovated high floor 1 bedroom with bright south exposure overlooking the garden and with city skyline views from the 26th floor.  Extremely quiet, set back from 22nd Street.  Renovated white Euro pass-thru kitchen with granite countertop and breakfast bar, renovated crema Marfil marble bathroom, strip oak flooring throughout, 3 closets including huge walk-in closet, LR: 20X11; BR: 16X10.5.  Available 11/1/18.  Sorry but dogs are not allowed to rental tenants.  Luxury F/S condo, centrally located on prettiest tree-lined Flatiron block, steps from Madison Square Park, Eataly, Shake Shack, Union Square farmer's market and Fifth Avenue shopping.  Amenities include 24-hr drmn, concierge, resident super, 24-hr complimentary fitness center, laundry room on every floor, Madison Club resident lounge with WIFI, garden, garage, and children's play room.  ATM in the lobby.  I am a resident broker","Hirise,Apartment,Simplex, Postwar - New York, NY",40.74066,-73.989022,4100,0,squareFoot,1983,,squareFoot,Apartment,Rent,,2018-10-11 20:59:29.297+00,,11,good
1338858,Ocala,US,1547 NE 2nd Street,34470,FL,Unit,2,2,"Cute Downstairs Condo with Super Location close to Shopping, Restaurants and amenities. Unit features a Beautiful updated kitchen with New Cabinets, Countertops and Flooring.  Range and Dishwasher are also newer. The Living Room and Dining area offer pretty wood, Laminate Flooring. Seller states that the HVAC System was replaced in 2009 and new carpeting was installed in 2014. Split Bedroom Plan and Unit overlooks the Community Pool. Stacked Washer and Dryer are also included. Enjoy Carefree Living in this Super Community!","Condominium - Ocala, FL",29.189016,-82.117007,64900,1036,squareFoot,1984,,squareFoot,Condominium,Purchase,,2018-10-11 20:09:05.249+00,,15,good
1328672,Denton,US,4704 Beaver Creek Avenue,76207,TX,,3,4,"Applicants 18 and older must apply and pay application fee, $35 per application, online. Security deposit due at time of lease signing. Security deposit is equal to one and a half month rent.","LSE-House - Denton, TX",33.263024,-97.124859,1695,2312,squareFoot,2018,5706.36,squareFoot,Single Family Detached,Rent,2,2018-10-11 19:33:19.254+00,,20,good
1328226,Rowlett,US,4501 Brittany Drive,75088,TX,,3,3,Beautiful 2 story home with a backyard that is steps away from the lake.  Stunning entry where you're greeted with hand-scraped hardwoods and a stunning staircase. Large eat in kitchen opens into the living room with views of the heavily treed backyard complete with a deck and the lake in the distance. A must see!,"LSE-House, Traditional - Rowlett, TX",32.882897,-96.557694,2310,2692,squareFoot,2000,10541.52,squareFoot,Single Family Detached,Rent,2,2018-10-11 19:32:02.307+00,,21,good
1318321,ST AUGUSTINE,US,105 HAMMOCK CIR,32084,FL,,2,3,"WOW!  This one looks like it came from ''Beach Living'' Magazine!  Nestled on a quiet, low-traffic cul-de-sac, this beauty has wonderful curb appeal!  Inside is found an open & spacious, split-bedroom floor plan with a welcoming entry foyer, w/shiplap & beadboard walls & weathered closet doors.  The HUGE great room features a cathedral ceiling w/dual skylights & ceilings fans, shiplap walls, a cozy wood-burning fireplace with slate hearth & unique mantle!  Gorgeous 5'' plank engineered wood flooring is found thruout the home along with neutral colors & LOTS of windows for natural light!  The Master suite is located to the rear w/double door entry, cathedral ceiling, lots of exterior doors for outdoor living, & an updated bath w/new shower tile, and large walk-in closet!  One of the...","Traditional, Sngl. Fam.-Detached - ST AUGUSTINE, FL",29.937429,-81.302345,349900,1705,squareFoot,1988,,squareFoot,Single Family Detached,Purchase,,2018-10-11 18:49:27.11+00,,42,awesome
1318159,ORANGE PARK,US,3257 WOODGLEN DR,32065,FL,,2,4,"New roof to be installed within 2 weeks! The lush landscaping is the first thing you'll notice on this dead end street home close to everything off Blanding Blvd. Once inside, you'll find an open floor plan with new stainless steel appliances in the kitchen. There is room for the whole family with a split plan 4 bedrooms and 2 bathrooms.  The kitchen is open to the family and dining room.  In the backyard, the landscaping is beautiful and can be enjoyed on the screened in back porch. Whether relaxing by the fireplace or the fire pit in the backyard, you'll be glad to call this place home.","Sngl. Fam.-Detached - ORANGE PARK, FL",30.147026,-81.785273,208000,1927,squareFoot,2005,,squareFoot,Single Family Detached,Purchase,,2018-10-11 18:49:01.79+00,,30,awesome
1318131,ORANGE PARK,US,3618 OLD VILLAGE DR,32065,FL,,3,4,"Stunning Lennar Versailles Home with one of the Best Locations in Oakleaf! A wonderful  feature of this home is the covered lanai and extended paved patio area with Summer Kitchen and fire pit ready for outdoor entertaining! Inside you will be met with Fresh Interior Paint, Open Floor Plan, 4 Bedrooms and 2 1/2 Bathrooms. All the Bedrooms are located upstairs along with the Laundry Room, making laundry Super Convenient! Downstairs is a Spacious Open Floor Plan. The Family Room is perfect for Movie Nights or just hanging with Friends and Family. Formal Dining space is centered in between Study/Office with French doors and Kitchen allowing a great Flow in the Home.","Traditional, Sngl. Fam.-Detached - ORANGE PARK, FL",30.177009,-81.836239,270000,2640,squareFoot,2010,,squareFoot,Single Family Detached,Purchase,,2018-10-11 18:48:57.406+00,,91,awesome
1317863,JACKSONVILLE,US,3218 HERSCHEL ST,32205,FL,1,1,1,1/1 APARTMENT  conveniently located in Avondale/Riverside. Water is included in rent. Central heat and air with off street parking.  Wood floors and washer and dryer connections,"Sngl. Fam.-Attached, Four Plex,Traditional - JACKSONVILLE, FL",30.302438,-81.700818,775,750,squareFoot,1942,,squareFoot,Quadruplex,Rent,1,2018-10-11 18:48:01.692+00,,7,good
1316966,Flagstaff,US,4096 N Pipit Place,86004,AZ,,3,3,"Great 3 Bedroom, 2.5 bath end unit townhome with a huge bonus room, master bedroom with ensuite on the main floor.  Two gas fire places, landscaped and fenced back yard with 2 car garage.  Home borders open space and hiking trails and is close to I-40 interchange. Great location, and definitely a destination location.","Townhome, Multi-Level - Flagstaff, AZ",35.222487,-111.593997,374000,1932,squareFoot,2006,3049.2,squareFoot,Townhouse,Purchase,2,2018-10-11 18:42:26.951+00,,30,awesome
1315417,Morro Bay,US,2015 Sunset Avenue,93442,CA,,0,0,"This is a great opportunity to own a duplex in North Morro Bay.  Both units are single level and each has its own, spacious fenced yard.  2015 Sunset is a smaller unit featuring 1 bedroom and 1 bath, kitchen, eating area, living area and rear yard with shed.  2017 Sunset features 2 bedrooms (could be 3 bedrooms, 1 with its own entrance) and 1 bath, kitchen, living area and work room.  This unit also features a spacious, fenced year yard.  The units are separately metered and there is parking for several cars. This property is older and needs work, which is reflective in the price.  For more information, please contact Sarah Weber of San Luis Obispo Realty (805) 550-6405.  Information not verified.","Duplex - Morro Bay, CA",35.383061,-120.855388,489000,,squareFoot,1953,8250,squareFoot,Other,Purchase,4,2018-10-11 18:34:19.35+00,,30,awesome
1313624,Falmouth,US,3 Forest View DR,4105,ME,,3,4,,"Single Family - Falmouth, ME",43.795967,-70.325561,519000,3600,squareFoot,2004,42688.8,squareFoot,Single Family Detached,Purchase,,2018-10-11 18:28:23.775+00,,35,awesome
1313035,Sanford,US,26 Plaza DR,4073,ME,,2,3,,"Single Family - Sanford, ME",43.417946,-70.757887,219000,1166,squareFoot,1980,16117.2,squareFoot,Single Family Detached,Purchase,,2018-10-11 18:25:57.338+00,,30,awesome
1312210,Richmond,US,73 Savage RD,4357,ME,,2,3,"Unique opportunity to own a small horse farm or rural farm.  Antique center chimney cape with lovely character and charm sited perfectly on 15 acres.  Detached carriage house, 6 stall horse barn, fields, pastures and turnouts, small geenhouse, inground pool, chicken coop and even an antique apple orchard.  Lovely open land and such a peaceful location.  Call the Listing Agents for more information or to setup a showing.  RE/MAX Riverside, Lula Hansen (207)837-2363 and Sue Spann (207)725-1967.","Single Family - Richmond, ME",44.114255,-69.83159,287900,2205,squareFoot,1800,653400,squareFoot,Single Family Detached,Purchase,,2018-10-11 18:22:32.394+00,,35,awesome
1311913,Deer Isle,US,56 Pressey Village RD,4627,ME,,5,3,,"Single Family - Deer Isle, ME",44.223533,-68.692061,230000,3434,squareFoot,1890,278784,squareFoot,Single Family Detached,Purchase,,2018-10-11 18:21:23.049+00,,34,awesome
1311191,Scarborough,US,9 Herbert DR,4074,ME,,2,3,"This 3 bedroom Ranch is located in a pleasant Scarborough neighborhood and is conveniently located in-town with easy access to groceries, shopping, banking, schools, Route 1, I95 and more!  There's still time to enjoy some BBQ and company on the back deck and a fire pit in the spacious yard.  Amenities include a 2 car garage with potential storage above, a basement family room with half bath, tile & hardwood flooring, renovated kitchen with granite counter tops and more!  Efficiently heated with a 2013 Furnace. Contact us for a showing today!","Single Family - Scarborough, ME",43.592332,-70.34225,255000,1335,squareFoot,1972,10018.8,squareFoot,Single Family Detached,Purchase,,2018-10-11 18:18:26.765+00,,35,awesome
1310934,Newfield,US,13 Jones RD,4095,ME,,2,3,,"Single Family - Newfield, ME",43.62298,-70.94757,189900,1492,squareFoot,1989,522720,squareFoot,Single Family Detached,Purchase,,2018-10-11 18:17:29.368+00,,33,awesome
1308456,WORTH,US,10600 South Depot Street,60482,IL,GB,1,2,,"Condo - WORTH, IL",41.699589,-87.794876,79900,800,squareFoot,,,squareFoot,Condominium,Purchase,2,2018-10-11 18:08:04.624+00,,18,good
1308347,CHICAGO,US,2346 West BELDEN Avenue,60647,IL,,4,4,"Fantastic Bucktown single family home.  This spacious home offers an open concept space.  Enter the foyer and walk through the hardwood floors into your living room.   The rear of the home offers a huge kitchen with stone counters and stainless appliances.  Walk out to your huge garage top deck and enjoy the sun.  Ample dining space and informal seating which is great for entertaining or relaxing.  1/2 bath on the main level as well.  The 2nd floor offers 2 guest beds as well as a guest bath.  Large Master suite with fantastic bathroom attached.  Tons of closet and storage throughout the home.  The lower level has a huge family room with exterior access.  4th guest bedroom in the lower level with a full bathroom and laundry.  This is a fantastic home near Holstein Park and pool, transportation and entertainment.  2 car garage!","2 Stories - CHICAGO, IL",41.92361,-87.68702,749000,0,squareFoot,1893,,squareFoot,Single Family Detached,Purchase,2,2018-10-11 18:07:40.337+00,,31,awesome
1307848,NAPERVILLE,US,1317 Cortland Drive,60565,IL,,3,4,"UNBEATABLE LOCATION/204 SCHOOLS/4 LARGE BEDROOMS, 2.1 BATH PLUS FINISHED BASEMENT/GORGEOUS POND VIEW JUST RIGHT AT YOUR BACK YARD/HUGE DECK WITH BUILT IN BENCH FOR SUMMER GATHERING/RECENTLY UPGRADED AND UPDATED FROM BOTTOM TO THE TOP/FRESHLY PAINTED WITH TODAY'S COLOR/ALL TOP LINE FINISHED : NEW LIGHT FIXTURES INTERIOR & EXTERIOR, NEW KITCHEN CABINETS, NEW FAUCETS, NEW SINK, NEW LG STAINLESS STEEL APPLIANCE (VENT OUT EXHAUST FAN), NEW INSULATED GARAGE DOOR WITH WINDOW, NEW FRONT DOOR/ NEW LANDSCAPING, POWER WASHED DECK WITH NEW PAINT/NEW PLANK FLOOR/NEW CARPET/NEW WROUGHT IRON RAILING/NEW TEXTURE CONCRETE DRIVEWAY/TWO AND HALF BRAND NEW BATHROOMS ARE STUNNING/YOU NEED TO SEE IT TO BELIEVE IT/IT WON'T LAST TOO LONG/ALMOST PERFECT!","2 Stories - NAPERVILLE, IL",41.745279,-88.149705,405000,2340,squareFoot,1988,7683.98,squareFoot,Single Family Detached,Purchase,2,2018-10-11 18:06:05.548+00,,31,awesome
1306327,CHICAGO,US,2057 North KENNETH Avenue,60639,IL,,0,5,"Come take a look at this beautiful two-flat! First floor unit has two bedrooms and 1 bathroom, second floor unit has 3 bedrooms and 2 bathrooms. New A/C system for each unit, new electricity, new plumbing, updated kitchen with appliances and tile. Both units feature new bathrooms and refinished hardwood floors. Includes rear addition that offers a full bathroom and private entrance. Extra wide corner lot 35' x 125', fenced-in yard, 2-car detached garage, new large concrete patio, and new back stairs. Full basement with bonus room waiting for your ideas - could be an in-law arrangement or game room in the bonus room! Walking distance to shopping and restaurants. Great opportunity to live in unit and earn income from the rental unit. This is a must-see!","2 Flat, Farmhouse - CHICAGO, IL",41.918731,-87.737264,355000,,squareFoot,1886,3920.4,squareFoot,Duplex,Purchase,2,2018-10-11 18:00:58.278+00,,36,awesome
1306309,EAST DUNDEE,US,202 North Street,60118,IL,,3,3,"Owners hate to leave this Beautiful Home and Close-Knit Community but due to a New Job Requirement, they must. This home has an incredible 35X28 Great Room with 16 ft ceiling, floor to ceiling stone fireplace, skylights with remote control and sound insulation barrier! Has Custom kitchen with Maple cabinets. Has 3 full baths, including a master bath that has a steam shower with 5 shower heads! Master Bedroom has 14 ft cathedral ceiling. Also has Heated bath floors, entryway and has Indirect water heater, not to mention a nice 26X17 deck where you can watch TV, have a cozy fire or sit under a gazebo comfortably. Low Taxes!","2 Stories, Contemporary - EAST DUNDEE, IL",42.102082,-88.278378,304888,2850,squareFoot,1956,6751.8,squareFoot,Single Family Detached,Purchase,2,2018-10-11 18:00:57.769+00,,35,awesome
1306031,PALATINE,US,140 West Wood Street,60067,IL,230,1,2,"Beautiful Park Towne Condominium situated in Downtown Palatine close to everything!  Next to Metra Station, shopping, entertainment and Palatine attractions! Enjoy maintenance free living in this 2 bedroom condo with secure entrance and a large lobby. Large living area with modern plank flooring and spacious balcony. Can lighting in the updated kitchen with a breakfast area. White, shaker style cabinets, granite counters, undermount sink with a gooseneck faucet, and new stainless steel appliances. Spacious master with a walk-in closet, second bedroom and a bath off the hall. In the bathroom you will find new vanity with a top and mirror, bath surround tile and fixtures. Storage space and the laundry in the building for your convenience. Balcony will be painted by association in 2019.","Condo - PALATINE, IL",42.113709,-88.047809,124900,1064,squareFoot,1973,,squareFoot,Condominium,Purchase,1,2018-10-11 18:00:00.804+00,,37,awesome
1306025,POSEN,US,14809 South Harrison Avenue,60469,IL,,2,3,"Imagine living in this fabulous renovated home! Your friends will be envious! Newly improved quality split level brick home has so much space for living! The updated kitchen features an archway and loads of white cabinets with decorative lighting and crown molding topped off with backsplash tile, new flooring tile and stainless steel appliances.  Upstairs you'll find 3 spacious bedrooms and a large gorgeous full bath decked out with incredible tile, whirlpool tub and his/hers vanity. Lower level has a giant family room and another completely gorgeous bathroom with beautiful tile work, lighting and fixtures. Fantastic solid two panel white doors throughout with brushed nickel hardware, upgraded ceiling fans. Utility & laundry room for your convenience off family room. Large back yard with plenty of room to play or to add a garage. Nice location for commuters, close to I-57 & I-294.  Put this one FIRST on your LIST of homes to view!","Split Level, Tri-Level - POSEN, IL",41.623915,-87.686984,189900,0,squareFoot,2002,6499.15,squareFoot,Single Family Detached,Purchase,4,2018-10-11 17:59:57.136+00,,35,awesome
1305005,SKOKIE,US,4828 Jarvis Avenue,60077,IL,,2,3,"Spacious 4 level home in desirable Fairview school district! A marble foyer greets you as you enter this spacious home. Gleaming hardwood floors in the living room and dining room. The galley style kitchen opens to the dining room and features a breakfast bar and stainless steel appliances. 3 bedrooms and a full bathroom on the 2nd floor. The light filled, expansive family room opens to the lovely backyard. A 2nd full bathroom completes this floor. And there is more! The basement has a finished play room, office, laundry room and plenty of storage. Newer roof and gutters (2017). Almost all new windows. Parking pad in front, but room to build a garage. Convenient location near the expressway, shopping, parks and schools.","Residential Rental - SKOKIE, IL",42.015622,-87.748948,2100,1809,squareFoot,1956,,squareFoot,Single Family Detached,Rent,1,2018-10-11 17:56:34.143+00,,28,awesome
1304736,Toms River,US,33 Oakside Drive,8755,NJ,,2,3,"Beautifully redone ranch located in Oak Ridge Parkway features 3 bedrooms, 2 full baths, eat-in kitchen with granite and s/s appliances, dining room, living room with fireplace, family room, laundry room, hardwood floors throughout, 1 car attached garage and fenced in yard.  New up-dates include; roof, interior doors, kitchen, bathrooms and freshly painted.","Ranch, Single Family,Detached - Toms River, NJ",39.970642,-74.224645,214900,1756,squareFoot,1955,,squareFoot,Single Family Detached,Purchase,,2018-10-11 17:54:50.578+00,,28,awesome
1304438,Red Bank,US,43 Lexington Court,7701,NJ,,1,1,"Middletown Township but actual zip code, 07701. Welcome to a great community at a fantastic price. This is a fully furnished, ground level unit in the desirable Shadow Lake Village community. Featuring spacious rooms throughout and an open floor plan, huge closets in the master bedroom and a Laundry room with full size washer and dryer. With the Sun Room off the Living/Dining room, this one bedroom is almost the same square footage as the two bedroom units in the complex. With a golf course, swimming pool, and tennis court on the property, this low priced rental is perfect for any senior looking for a well maintained property in an active adult community. Pets may be accepted on a case by case basis . Absolutely no smoking in unit!! Available October 1st.","Adult Community, Lower Level - Red Bank, NJ",40.355533,-74.096313,1500,,squareFoot,1976,,squareFoot,Other,Rent,0,2018-10-11 17:53:52.23+00,,28,awesome
1302769,Barrington,US,199 Roffee St,2806,RI,,3,3,"WELCOME HOME TO THIS EXCEPTIONAL ONE OWNER COLONIAL WITH ALL THE AMENITIES THAT YOU’VE BEEN LOOKING FOR! FEATURING A RECENTLY UPDATED CUSTOM KITCHEN WITH GRANITE, GORGEOUS ISLAND AND STAINLESS APPLIANCES. GAS FIREPLACE, CENTRAL AIR, ATTACHED 2 CAR GARAGE AND A BRIGHTLY FINISHED LOWER LEVEL. THIS HOME OFFERS AN OPEN AND FLEXIBLE LAYOUT FOR LIVING AND ENTERTAINING. FORMAL DINING ROOM, FAMILY ROOM ON 1ST FLOOR. HARDWOOD FLOORS THROUGHOUT, STUNNING MASTER SUITE WITH WALK-IN CLOSET AND NEW BATH FEATURING TILE SHOWER/STEAM. FRENCH DOORS TO THE TRANQUIL AND PRIVATE FENCED BACK YARD ON CORNER LOT WITH PATIO & HOT TUB - AN OASIS! VERY CONVENIENTLY LOCATED NEAR THE EAST BAY BIKE PATH, TENNIS AND ATHLETIC FIELDS AND QUICK WALK TO TOWN, THE Y AND LIBRARY!","Attached, Colonial - Barrington, RI",41.740089,-71.317702,499900,2665,squareFoot,2003,14810.4,squareFoot,Single Family Attached,Purchase,4,2018-10-11 17:47:57.576+00,,28,awesome
1301485,New Hyde Park,US,717 N 5th St,11040,NY,,3,6,"Ready To Move In - Pristine Condition.  Whole House Updated Top To Bottom Two Years Ago.  40 X 100 Lot Size.  Beautiful 6 Large Bedroom, 2.5 Bath.  Brick & Siding Colonial. Fully Furnished Basement, Kitchen With Granite Countertops.  New Roof, New Siding, Gutters.  Fenced Yard.  Exterior Camera Security System.  Great Schools, Shopping Plazas, Pharmacy In Radius Of 0.5 Miles.","Residential, Colonial - New Hyde Park, NY",40.736187,-73.692249,769000,,squareFoot,1952,4000,squareFoot,Single Family Detached,Purchase,,2018-10-11 17:43:41.611+00,,20,good
1297461,Lincoln,US,1269 Dublin Road,68521,NE,,1,2,"Gently lived in one level ranch townhome just north of 14th & Superior. Open floor plan with cathedral ceiling in the living room with nice windows and gas fireplace. Large breakfast bar and informal dining. The master bedroom has a coffered ceiling and walk-in closet. All kitchen appliances including washer and dryer are staying with the property. Two car attached garage. Carefree living with an association that does: lawn care; mowing; snow removal; and refuse removal all for $58 per month. Just minutes to Bob Devaney, UNL, Downtown, Haymarket and easy access to I-80.","1.00 Story, Att. Res, Condo, TH - Lincoln, NE",40.865367,-96.702219,135900,1038,squareFoot,2004,3920.4,squareFoot,Townhouse,Purchase,2,2018-10-11 17:30:28.222+00,,28,awesome
1294686,SANFORD,US,145 CLEAR LAKE CIRCLE,32773,FL,,2,3,"You will love this open floor plan home with fireplace and large master which opens onto enclosed patio. Home has ceramic tiles through out, a pull down attic for storage and convenient coat closet. Hidden Lake Villas offers community pool, tennis courts, picnic areas, playground and lake access with fishing dock. Conveniently located close to shopping, historic downtown Sanford and Seminole Towne Center Mall plus minutes to 417 and I-4 for easy access to attractions and airports.","Single Family Residence - SANFORD, FL",28.771675,-81.29249,179000,1444,squareFoot,1984,5227.2,squareFoot,Single Family Detached,Purchase,1,2018-10-11 17:20:35.227+00,,9,good
1294674,ORLANDO,US,2525 SHOREHAM ROAD,32803,FL,,3,4,"Your cool mid-century modern pad in elegant Rose Isle is waiting for you to refresh and put your own personal spin on it. 

You step into an elegant double-doored foyer with slate floors. To the right, the spacious open formal living-room is bright and airy thanks to the floor-to-ceiling windows and sliding glass doors on two sides and the light brick fireplace focal wall. From the living room, you circle back into the dining room its floor-to-ceiling sliding glass doors looking out onto the swimming pool. Continue from the dining room into the kitchen, and the large open family room that is also accessible from the foyer.  The private oversized master bedroom suite which also overlooks the swimming pool through floor-to-ceiling sliding glass doors. The additional three bedrooms are separate from the master suite. 

The lush, tropical backyard is the perfect space for outdoor entertaining and lounging with its large swimming pool with spa and island paradise feel.","Single Family Residence, Other - ORLANDO, FL",28.574589,-81.358304,639900,2834,squareFoot,1958,15246,squareFoot,Single Family Detached,Purchase,,2018-10-11 17:20:33.851+00,,28,awesome
1292775,ST PETERSBURG,US,6875 16TH STREET S,33705,FL,,2,3,"Investor Special!! Bring your tools to update this home to its full potential.  Block home in Flood Zone X with attached 2 car garage. Home has a water line leak under the garage that will need repaired and roof is from 2004, so (although not leaking) is near the end of it's life.  Other than that, it's a cosmetic update with lots of potential!  Bring your creativity and you'll reap the rewards of a great home in the highly sought after Pinellas Point neighborhood!","Single Family Residence - ST PETERSBURG, FL",27.705986,-82.654855,180000,1626,squareFoot,1970,7405.2,squareFoot,Single Family Detached,Purchase,2,2018-10-11 17:15:58.636+00,,28,awesome
1292764,ST PETERSBURG,US,5724 TANGLEWOOD DRIVE NE,33703,FL,,2,3,"TAKE A DEEP BREATH…you are in your personal oasis.  From the moment you walk into your enclosed courtyard you can feel it, that loosening of the shoulders and relaxing of every muscle that says “now it’s me time”. Fall asleep on the sofa in your spacious living room, enjoying the natural light from large windows.  Or pick one of three bedrooms, two on one side of the house and the master private on the other side to rest in.  Your kitchen is replete with granite counters, stainless appliances and plenty of wood cabinets to store your sauté pan collection and the breakfast room and dining room, both easily accessible from the kitchen, give you two seating options to serve your guests.  You’ll see the best part of the house as you step through the sliders onto the screened in patio which runs the length of the house and overlooks an incredible lake view.  A completely fenced yard assures safety for little ones and pets.  Having a dock makes for festive parties complete with canoe rides. The three bedroom, two bath renovated home is piped for gas with gas dryer and heater and gas in the kitchen for a stove. The two car garage has room for a workshop and laundry.  Newer windows and doors, pool done in 2010.  Denver Park is an easy walk down the quiet street where you can play tennis, softball, baseball, take kids to the playground or just sit at a picnic table and enjoy the greenspace.  Shopping and restaurants only minutes away, airport 25 minutes.  It is the perfect location– come and see your new home!","Single Family Residence, Florida - ST PETERSBURG, FL",27.824769,-82.610665,384500,1516,squareFoot,1979,8276.4,squareFoot,Single Family Detached,Purchase,2,2018-10-11 17:15:58.277+00,,28,awesome
1291505,LAKELAND,US,209 CAROLYN DRIVE,33803,FL,,2,3,"Minutes from everything and move in ready 3 bedroom/2 bath with over 1500 sq ft living.  New architectural shingle roof.  Fenced back yard.  Home features living room and large family room, inside utility room. Close to restaurants, shopping, schools, YMCA, Polk Parkway, medical and bus line.  Great home for first time home buyers.","Single Family Residence - LAKELAND, FL",27.9983,-81.954475,149900,1523,squareFoot,1954,10890,squareFoot,Single Family Detached,Purchase,,2018-10-11 17:13:02.322+00,,28,awesome
